Date,regime_causal,regime_viterbi,regime_effective,proba_0,proba_1,confidence,is_uncertain
2023-01-13,0,1,0,0.9113798642081756,0.08862013579163285,0.9113798642081756,False
2023-01-17,1,1,1,0.050652185350386486,0.9493478146495091,0.9493478146495091,False
2023-01-18,1,1,1,0.00011241510071550344,0.9998875848995067,0.9998875848995067,False
2023-01-19,1,1,1,5.4490935675183275e-06,0.9999945509064889,0.9999945509064889,False
2023-01-20,1,1,1,8.01069412023558e-07,0.9999991989305752,0.9999991989305752,False
2023-01-23,1,1,1,1.9551736626223435e-07,0.9999998044827598,0.9999998044827598,False
2023-01-24,1,1,1,1.355499940683511e-07,0.9999998644498284,0.9999998644498284,False
2023-01-25,1,1,1,1.6675698571474074e-07,0.9999998332427961,0.9999998332427961,False
2023-01-26,1,1,1,6.369600581131278e-07,0.9999993630401359,0.9999993630401359,False
2023-01-27,1,1,1,5.212183714321737e-07,0.9999994787814551,0.9999994787814551,False
2023-01-30,1,1,1,1.0524475455752913e-06,0.9999989475523843,0.9999989475523843,False
2023-01-31,1,1,1,1.161462013111145e-06,0.9999988385381963,0.9999988385381963,False
2023-02-01,1,1,1,1.14224492786243e-06,0.9999988577548877,0.9999988577548877,False
2023-02-02,1,1,1,1.3539143091848416e-06,0.9999986460857214,0.9999986460857214,False
2023-02-03,1,1,1,1.981602307600352e-06,0.9999980183976357,0.9999980183976357,False
2023-02-06,1,1,1,1.5696053849686269e-06,0.9999984303948207,0.9999984303948207,False
2023-02-07,1,1,1,6.207865163501384e-07,0.9999993792136701,0.9999993792136701,False
2023-02-08,1,1,1,6.991815993895142e-07,0.9999993008184618,0.9999993008184618,False
2023-02-09,1,1,1,8.366156445676273e-07,0.9999991633843681,0.9999991633843681,False
2023-02-10,1,1,1,3.569076204131035e-07,0.9999996430925149,0.9999996430925149,False
2023-02-13,1,1,1,6.320706651612521e-08,0.9999999367928487,0.9999999367928487,False
2023-02-14,1,1,1,4.925825910379943e-08,0.9999999507417682,0.9999999507417682,False
2023-02-15,1,1,1,2.1521203788732235e-08,0.9999999784786271,0.9999999784786271,False
2023-02-16,1,1,1,9.924007409804338e-09,0.9999999900760486,0.9999999900760486,False
